Contig name,Number of restriction sites ,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,True identity
k141_1367,10,19003,313.294,14864,cerevisiae
k141_8467,9,11689,62.9581,2052,paradoxus
k141_1369,2,1954,113.76,443,uvarum
k141_8468,2,1552,10.7233,39,kudriavzevii
k141_3063,6,4030,111.19,4217,kluyveri
k141_8469,2,8922,300.457,8584,cerevisiae
k141_3064,9,8902,91.2987,2738,uvarum
k141_1371,7,20448,123.524,4348,uvarum
k141_10957,8,16853,56.1863,2841,paradoxus
k141_13825,8,7976,63.3042,1732,paradoxus
k141_2157,19,53357,75.943,12476,lactis
k141_10959,1,1000,14.66,30,kudriavzevii
k141_4014,3,7211,371.84,4112,cerevisiae
k141_2159,0,1110,76.076,83,paradoxus
k141_13826,3,4463,64.1412,671,paradoxus
k141_2160,4,2996,59.1279,494,paradoxus
k141_7541,5,12417,117.192,2909,kluyveri
k141_10961,3,11168,87.2886,1848,mikatae
k141_7546,1,1718,66.558,236,paradoxus
k141_12800,6,14781,92.4824,2493,mikatae
k141_10962,1,1195,11.7656,9,kudriavzevii
k141_13827,5,9770,164.336,4138,cerevisiae
k141_10963,0,1272,55.6631,123,paradoxus
k141_10965,3,4044,419.071,4732,kluyveri
k141_5913,45,59090,75.2388,11020,wickerhamii
k141_5914,1,1196,13.8461,15,kudriavzevii
k141_9397,98,142196,80.8293,34656,waltii
k141_7557,4,4501,64.4008,1378,paradoxus
k141_532,104,149730,78.3412,47416,lactis
k141_9401,3,1659,7.04838,62,kudriavzevii
k141_11984,30,55045,83.036,12106,mikatae
k141_9402,0,1476,56.856,168,paradoxus
k141_7560,3,1906,48.0085,350,paradoxus
k141_8471,17,31772,68.066,5955,wickerhamii
k141_8473,0,1381,12.554,5,kudriavzevii
k141_7567,2,1786,12.5055,32,kudriavzevii
k141_11986,6,6004,65.8533,1024,paradoxus
k141_5915,2,4669,80.1936,561,uvarum
k141_13829,4,12781,83.0319,1743,uvarum
k141_12803,13,16964,64.1428,3053,paradoxus
k141_10968,11,15929,107.644,4467,kluyveri
k141_2165,17,31500,104.304,9477,kluyveri
k141_13830,15,16466,306.529,19917,cerevisiae
k141_12804,2,13563,68.4338,1979,wickerhamii
k141_12805,0,1512,117.333,389,kluyveri
k141_13831,1,2511,10.0267,43,kudriavzevii
k141_7569,6,16143,59.1446,2474,paradoxus
k141_13833,0,1129,631.741,3814,cerevisiae
k141_8476,3,9923,64.2827,1477,paradoxus
k141_12807,0,2195,92.4269,268,castellii
k141_7574,0,1023,17.496,20,kudriavzevii
k141_8479,5,8913,58.4698,2085,paradoxus
k141_3069,27,49393,91.3568,8959,stipitis
k141_3070,2,1147,10.4594,39,kudriavzevii
k141_3071,3,1137,11.6535,60,kudriavzevii
k141_2173,5,9200,50.9819,1309,paradoxus
k141_3072,1,7410,62.7686,1005,paradoxus
k141_5033,122,170161,73.3098,56516,lactis
k141_4016,30,56872,77.7773,8239,wickerhamii
k141_2177,5,8418,93.253,2585,castellii
k141_12808,17,29083,82.661,7738,mikatae
k141_3073,2,7434,313.74,4751,cerevisiae
k141_5035,3,8705,60.2881,1408,paradoxus
k141_535,37,46222,104.138,19787,kluyveri
k141_9403,21,47808,202.325,17680,cerevisiae
k141_537,1,2604,15.1251,48,kudriavzevii
k141_9404,2,3298,110.209,976,mikatae
k141_9405,0,1426,376.845,1391,cerevisiae
k141_8480,15,30056,59.7244,624,gossypii
k141_1372,31,76120,51.3079,1855,gossypii
k141_9407,4,3125,78.0272,833,uvarum
k141_12809,7,13017,60.292,1724,paradoxus
k141_6606,75,170838,90.6148,44537,castellii
k141_10246,97,166792,72.113,45172,lactis
k141_9408,8,9743,92.2763,2464,uvarum
k141_1373,8,11161,56.8536,1794,paradoxus
k141_3078,11,25871,120.206,8297,paradoxus
k141_1376,1,1300,11.5878,20,kudriavzevii
k141_3082,1,3387,369.07,2753,kluyveri
k141_9410,7,11305,84.182,3014,kluyveri
k141_9416,8,6808,398.496,7219,kluyveri
k141_3083,10,17350,63.2305,2807,paradoxus
k141_5917,41,82493,93.1156,21864,castellii
k141_6611,7,8112,101.54,3878,castellii
k141_2187,24,44312,99.9257,18068,kluyveri
k141_2188,0,1255,148.249,1134,kluyveri
k141_10976,59,92217,85.3736,24133,waltii
k141_5036,37,51895,78.7195,9428,uvarum
k141_1379,22,26880,76.5299,8272,uvarum
k141_1381,2,2470,49.6272,266,paradoxus
k141_5040,12,16468,78.8551,5331,mikatae
k141_5041,0,1208,10.0454,11,kudriavzevii
k141_1383,11,16381,72.3048,2171,uvarum
k141_9425,16,26443,96.4198,8045,kluyveri
k141_5920,19,27325,84.9277,5475,stipitis
k141_6612,20,26388,291.526,20591,cerevisiae
k141_5923,0,3132,248.073,4502,paradoxus
k141_5924,1,1040,11.7607,28,kudriavzevii
k141_6613,3,4753,62.5108,129,gossypii
k141_5925,1,2988,61.6508,852,paradoxus
k141_5926,0,1223,11.6076,54,kudriavzevii
k141_13834,63,99256,71.0264,15387,uvarum
k141_10977,15,20779,74.8003,5347,mikatae
k141_2194,18,35411,87.1143,6602,stipitis
k141_5927,5,8948,67.7654,1772,paradoxus
k141_10979,0,3272,66.9087,503,paradoxus
k141_10983,2,1828,10.3439,48,kudriavzevii
k141_1387,3,3791,52.4076,570,paradoxus
k141_1388,1,1134,12.0213,29,kudriavzevii
k141_9428,7,6124,62.8453,1563,paradoxus
k141_11987,64,121510,68.3756,19664,wickerhamii
k141_8481,37,75719,84.8558,15867,stipitis
k141_9429,1,5234,62.4355,650,paradoxus
k141_9435,3,3374,47.0434,375,paradoxus
k141_9440,1,4383,50.3976,610,paradoxus
k141_9441,0,1507,278.808,515,cerevisiae
k141_11991,13,15885,99.6413,6963,kluyveri
k141_9442,3,2058,60.7856,347,paradoxus
k141_2196,9,10142,127.98,4704,kluyveri
k141_5938,1,4238,60.5426,613,paradoxus
k141_4018,57,108528,275.887,79679,cerevisiae
k141_6614,17,37200,79.1089,6040,uvarum
k141_2200,2,1683,203.665,421,uvarum
k141_2203,2,4789,52.4609,523,paradoxus
k141_2204,4,8470,126.425,2126,kluyveri
k141_5043,25,40499,102.716,13717,kluyveri
k141_6615,9,11274,276.121,10227,cerevisiae
k141_3084,45,82932,86.2266,19426,stipitis
k141_5050,10,14501,78.6564,3363,uvarum
k141_11997,18,24470,107.674,9463,kluyveri
k141_3086,3,2383,57.9028,314,paradoxus
k141_7575,91,143532,78.8724,24463,uvarum
k141_7578,2,1163,10.1737,22,kudriavzevii
k141_5957,16,18680,73.3739,4793,mikatae
k141_7581,2,2028,9.84771,70,kudriavzevii
k141_7587,1,2236,64.8313,31,gossypii
k141_7592,1,1954,136.588,166,cerevisiae
k141_9450,16,26170,81.9085,7461,mikatae
k141_7593,3,2179,13.8645,138,kudriavzevii
k141_10984,34,50043,73.7882,7523,uvarum
k141_4019,44,43274,107.336,20254,kluyveri
k141_10986,3,4657,60.5061,560,paradoxus
k141_538,78,132299,70.7731,26626,wickerhamii
k141_5051,8,15652,82.3304,2393,uvarum
k141_5057,0,1702,260.798,695,cerevisiae
k141_12005,8,9488,306.121,7585,cerevisiae
k141_7597,1,1135,15.2914,15,kudriavzevii
k141_1394,38,68973,77.463,9710,uvarum
k141_1395,1,1366,246.899,1471,cerevisiae
k141_7607,1,1808,201.78,1071,cerevisiae
k141_7609,0,1217,47.6917,116,paradoxus
k141_1397,3,6124,153.53,2113,kluyveri
k141_1398,1,1130,7.13571,14,kudriavzevii
k141_3090,18,27732,71.6646,4463,uvarum
k141_5058,0,1828,8.93623,9,kudriavzevii
k141_4021,9,11673,294.806,9141,cerevisiae
k141_9451,9,23037,299.527,17895,cerevisiae
k141_10987,10,21210,78.9823,2911,wickerhamii
k141_10989,1,2448,187.41,1086,cerevisiae
k141_7614,4,5821,287.313,2598,cerevisiae
k141_7615,1,7638,67.7358,1070,paradoxus
k141_541,10,28856,60.7289,4437,paradoxus
k141_3091,6,7366,68.4314,1814,paradoxus
k141_3092,2,3077,66.125,658,paradoxus
k141_5060,6,11989,77.2429,2099,uvarum
k141_1399,11,16776,103.581,7033,kluyveri
k141_1404,7,3691,126.567,2226,kluyveri
k141_1406,3,3235,50.1122,608,paradoxus
k141_543,11,20076,303.975,12251,cerevisiae
k141_12007,27,43891,303.909,37567,cerevisiae
k141_1412,1,1701,13.7382,44,Unmapped
k141_10994,19,23030,96.9574,5214,stipitis
k141_2205,47,87545,87.8485,20685,stipitis
k141_12008,0,1702,612.391,2399,cerevisiae
k141_5061,14,21617,56.6381,3657,paradoxus
k141_1413,1,5044,89.7595,847,mikatae
k141_9452,8,20205,75.1117,3456,mikatae
k141_12009,4,8714,97.9313,2148,kluyveri
k141_9453,0,1212,10.4134,16,kudriavzevii
k141_9454,1,2558,58.8235,293,paradoxus
k141_12010,6,6371,45.5682,1017,paradoxus
k141_546,7,15480,104.369,5963,kluyveri
k141_9461,0,1012,12.9675,14,kudriavzevii
k141_12013,1,1935,337.53,1353,cerevisiae
k141_12017,1,1662,270.962,1784,cerevisiae
k141_2206,3,9728,92.5873,2096,castellii
k141_2207,1,1351,15.8535,46,kudriavzevii
k141_10251,106,192939,86.4353,39702,stipitis
k141_9463,7,9074,60.0576,1905,paradoxus
k141_9468,0,1195,12.7636,9,kudriavzevii
k141_1415,17,24864,209.668,13273,cerevisiae
k141_7616,18,42620,84.5085,10514,castellii
k141_7617,1,1081,128.347,180,cerevisiae
k141_7621,0,1021,10.4799,4,kudriavzevii
k141_3094,56,97576,98.529,25157,castellii
k141_12018,19,30285,276.382,21912,cerevisiae
k141_3095,2,1765,9.41115,37,kudriavzevii
k141_12019,2,1696,54.4069,340,paradoxus
k141_8484,98,156124,72.7828,27036,wickerhamii
k141_10260,5,8125,56.8026,1099,paradoxus
k141_6619,67,130243,76.3489,19619,uvarum
k141_5064,14,30208,88.1008,8004,castellii
k141_8485,1,2590,80.0422,575,uvarum
k141_6620,4,2132,9.95005,185,kudriavzevii
k141_6622,3,1745,249.863,566,lactis
k141_6626,0,1004,60.8993,18,kudriavzevii
k141_9470,4,14749,94.5602,3817,mikatae
k141_12022,1,2324,586.368,4689,cerevisiae
k141_12025,1,1002,236.482,1639,castellii
k141_5066,0,1132,11.1548,16,kudriavzevii
k141_548,29,55008,87.8475,7936,uvarum
k141_5067,8,12493,109.915,5112,kluyveri
k141_2208,54,71504,89.7888,12460,uvarum
k141_9478,2,2061,133.443,729,mikatae
k141_552,4,6987,56.2413,808,paradoxus
k141_9480,2,2810,42.9173,447,paradoxus
k141_10261,19,28057,72.1047,6032,uvarum
k141_7622,12,20262,317.48,15929,cerevisiae
k141_10262,0,3864,76.3452,932,uvarum
k141_2211,17,21923,123.291,9441,kluyveri
k141_5070,3,5486,56.9421,1223,paradoxus
k141_13835,114,177407,72.5774,49850,lactis
k141_6628,21,32872,103.526,11219,kluyveri
k141_554,6,6811,62.7455,856,paradoxus
k141_6629,0,5140,81.3812,610,mikatae
k141_555,3,6296,54.9922,803,paradoxus
k141_5959,206,299771,89.8147,74355,stipitis
k141_9481,10,19693,74.1117,4973,paradoxus
k141_5967,1,1144,9.4326,14,kudriavzevii
k141_561,1,7500,51.8424,985,paradoxus
k141_5970,1,1174,27.792,14,kudriavzevii
k141_7625,4,10696,61.6147,1759,paradoxus
k141_12813,107,246718,93.9962,60429,castellii
k141_12816,1,1413,641.409,314,stipitis
k141_5977,1,1032,13.6145,15,kudriavzevii
k141_13837,5,10515,96.9668,3974,kluyveri
k141_5072,3,18506,78.7569,3617,mikatae
k141_12026,45,61107,88.0817,13713,stipitis
k141_12027,1,1178,107.701,229,kluyveri
k141_12817,1,8476,337.558,7587,mikatae
k141_565,11,15787,86.5976,3361,waltii
k141_12028,9,13116,258.929,6489,cerevisiae
k141_2212,70,88951,84.3595,19916,stipitis
k141_12029,0,1402,487.625,4496,cerevisiae
k141_5980,14,30475,55.4909,4409,paradoxus
k141_13840,14,17113,96.712,6171,castellii
k141_5990,7,10707,53.3581,1524,paradoxus
k141_5992,2,1534,12.4834,40,kudriavzevii
k141_2213,20,32725,90.0832,5486,uvarum
k141_8487,62,94553,72.4019,20410,wickerhamii
k141_567,9,16123,284.416,11115,cerevisiae
k141_568,1,1659,10.8661,47,kudriavzevii
k141_9483,17,38993,304.329,33324,cerevisiae
k141_12036,4,8023,301.288,5872,cerevisiae
k141_12038,0,1423,9.96779,21,kudriavzevii
k141_6630,33,56876,81.401,10947,mikatae
k141_2214,5,12713,64.3023,2220,paradoxus
k141_6632,1,3279,87.8792,1438,lactis
k141_6633,1,2867,552.411,513,paradoxus
k141_6634,1,1258,301.607,135,paradoxus
k141_6645,1,1226,8.69888,8,kudriavzevii
k141_5074,29,50202,48.6081,946,gossypii
k141_2219,7,11563,109.723,4632,kluyveri
k141_2220,2,1226,251.391,551,castellii
k141_1417,54,80124,69.7825,13933,wickerhamii
k141_8493,1,1009,14.1024,22,kudriavzevii
k141_1420,1,1200,10.0095,28,kudriavzevii
k141_8495,5,6591,56.0377,1144,paradoxus
k141_12044,14,27502,80.3989,5865,mikatae
k141_5997,19,26397,79.8001,6549,mikatae
k141_7631,28,59123,80.6792,11148,mikatae
k141_9487,17,23098,82.1631,5435,mikatae
k141_7633,2,1439,89.8526,271,mikatae
k141_9491,1,1017,14.1349,5,kudriavzevii
k141_7635,2,3842,54.8952,532,paradoxus
k141_8497,4,4956,109.544,1707,castellii
k141_7639,3,1478,10.3758,72,kudriavzevii
k141_1422,3,7596,61.5193,1042,paradoxus
k141_8499,4,3367,9.93441,74,kudriavzevii
k141_569,26,40430,101.892,14625,kluyveri
k141_1426,3,1402,59.766,171,paradoxus
k141_8500,4,3549,104.128,1355,kluyveri
k141_7646,2,3305,93.7797,515,uvarum
k141_10267,58,97444,80.3041,19360,stipitis
k141_6650,14,21395,57.237,2940,paradoxus
k141_5075,16,23295,87.682,6471,mikatae
k141_12819,22,47765,71.4619,11736,lactis
k141_12047,28,50187,87.8563,6740,uvarum
k141_10270,2,2859,64.6109,1156,paradoxus
k141_10272,3,2331,9.86061,52,kudriavzevii
k141_13841,18,38972,84.3915,6939,stipitis
k141_10273,5,6918,63.6489,1149,paradoxus
k141_10275,2,2146,54.3537,271,paradoxus
k141_5077,6,15686,75.6932,3286,uvarum
k141_12051,5,15908,81.4987,5686,castellii
k141_5080,1,3239,84.7951,444,waltii
k141_12054,4,1783,18.1402,143,kudriavzevii
k141_10278,1,5630,51.7891,694,paradoxus
k141_572,7,15546,287.565,9039,cerevisiae
k141_7647,5,13577,96.3681,4750,mikatae
k141_574,1,1712,11.9277,21,kudriavzevii
k141_6655,0,1068,14.2505,19,kudriavzevii
k141_13844,1,3582,105.535,1524,kluyveri
k141_7651,0,4423,314.438,5238,cerevisiae
k141_13845,1,1104,14.4927,14,kudriavzevii
k141_6656,1,2906,54.5454,556,paradoxus
k141_578,2,5596,76.796,864,paradoxus
k141_3099,109,166131,109.202,51656,wickerhamii
k141_579,5,10690,53.0295,1618,paradoxus
k141_12055,15,29912,50.151,4569,paradoxus
k141_12058,2,1794,172.999,946,castellii
k141_12820,9,21137,59.3955,3598,paradoxus
k141_12059,3,1872,79.5621,386,cerevisiae
k141_1428,15,18610,101.613,9064,kluyveri
k141_12063,2,10380,59.0045,2188,paradoxus
k141_12064,6,12435,88.2981,4282,castellii
k141_12066,1,2351,192.383,251,cerevisiae
k141_12067,3,1320,27.3308,181,paradoxus
k141_8501,31,41843,102.529,16383,kluyveri
k141_10995,122,248172,48.8975,4225,gossypii
k141_12071,17,28206,53.4829,4585,paradoxus
k141_6660,7,22162,287.564,18232,cerevisiae
k141_12072,1,2789,9.3327,50,kudriavzevii
k141_6661,4,6519,58.7796,2017,paradoxus
k141_12075,2,5819,241.715,2447,cerevisiae
k141_2223,153,188624,83.7732,62919,waltii
k141_5999,36,79686,82.3423,13513,uvarum
k141_12079,1,3832,281.295,5660,cerevisiae
k141_12821,11,20629,78.5163,4287,mikatae
k141_6000,2,1930,75.7388,636,mikatae
k141_12081,0,1237,186.787,368,castellii
k141_6001,1,1719,31.1695,47,kudriavzevii
k141_12823,1,1839,322.838,882,cerevisiae
k141_12824,1,1221,9.86555,30,kudriavzevii
k141_7652,41,48668,79.1138,7867,uvarum
k141_8503,5,14529,135.422,5329,kluyveri
k141_12083,10,12097,84.6742,3259,mikatae
k141_7656,1,1036,17.6603,10,kudriavzevii
k141_12084,0,1340,12.5017,13,kudriavzevii
k141_8504,7,4178,106.649,1834,castellii
k141_2226,1,3767,118.356,1707,kluyveri
k141_9492,53,94699,78.9385,17728,uvarum
k141_2228,4,3696,85.9622,2591,kluyveri
k141_12085,3,9824,59.2971,1481,paradoxus
k141_6663,5,10420,68.5348,1725,mikatae
k141_6003,0,2126,9.68826,38,kudriavzevii
k141_12825,2,4376,288.681,1349,cerevisiae
k141_10280,26,66547,237.417,35054,cerevisiae
k141_12826,9,7673,51.2851,1529,paradoxus
k141_13849,45,58587,76.0178,13028,uvarum
k141_8508,8,17585,57.5176,2945,paradoxus
k141_13851,5,7116,73.125,897,uvarum
k141_7657,21,40894,92.9755,14081,kluyveri
k141_13853,2,5568,61.7877,876,paradoxus
k141_581,42,82781,71.8244,12791,uvarum
k141_585,1,1214,37.9709,126,paradoxus
k141_13856,4,5732,100.146,4565,lactis
k141_12827,7,12346,282.026,6658,cerevisiae
k141_6006,19,25781,66.5721,5270,wickerhamii
k141_6016,1,1670,13.0829,25,kudriavzevii
k141_8509,2,3547,88.4878,1274,kluyveri
k141_8513,3,7663,111.6,2247,mikatae
k141_9498,31,38410,74.1149,7280,wickerhamii
k141_12829,6,15760,104.862,5227,kluyveri
k141_8517,4,7208,55.1675,1039,paradoxus
k141_8519,2,1453,10.8619,44,kudriavzevii
k141_1429,54,92044,82.0223,22475,mikatae
k141_1434,1,5814,140.669,1423,kluyveri
k141_6020,24,31544,79.6144,4619,uvarum
k141_5082,76,134496,95.4134,34986,castellii
k141_1442,4,3818,154.304,1634,paradoxus
k141_9500,20,34193,71.8406,5064,wickerhamii
k141_3106,62,124902,71.9816,21131,wickerhamii
k141_1448,2,1807,92.2106,185,uvarum
k141_1449,0,3243,2083.34,58148,cerevisiae
k141_3108,2,3519,60.9086,623,paradoxus
k141_9501,6,10262,57.0947,1598,paradoxus
k141_9504,0,1810,63.238,213,paradoxus
k141_4024,205,351320,91.2356,75296,stipitis
k141_9507,1,3025,14.3638,47,kudriavzevii
k141_4026,0,1346,10.6054,18,kudriavzevii
k141_4029,2,1313,180.524,632,kluyveri
k141_6664,30,62373,292.836,43562,cerevisiae
k141_10997,81,107368,80.2365,30291,waltii
k141_6023,17,20726,86.5519,3507,uvarum
k141_6024,7,6014,62.3006,1159,paradoxus
k141_12089,122,189558,49.5008,4524,gossypii
k141_11001,5,9426,64.0461,1629,paradoxus
k141_5084,15,21846,55.5564,3213,paradoxus
k141_10282,58,94883,94.5495,26071,castellii
k141_5086,2,6138,72.2836,1279,mikatae
k141_8523,14,18371,87.61,3627,mikatae
k141_9508,3,4212,55.4417,552,paradoxus
k141_13858,27,60271,94.4658,14787,castellii
k141_4030,3,6893,89.8618,928,uvarum
k141_587,39,64755,45.9824,1552,gossypii
k141_588,2,2856,5628.59,62408,cerevisiae
k141_8524,7,10210,114.002,4910,kluyveri
k141_4038,3,4939,269.231,3138,cerevisiae
k141_7658,53,82409,71.6715,22479,lactis
k141_12091,2,10795,53.5562,1185,paradoxus
k141_9509,3,13805,54.9433,1655,paradoxus
k141_4044,1,1274,12.8835,35,kudriavzevii
k141_13859,3,18539,207.933,11947,cerevisiae
k141_589,5,15686,305.527,11977,cerevisiae
k141_11004,7,13032,73.8423,3497,uvarum
k141_12833,25,42365,97.5874,13057,castellii
k141_6665,15,23879,265.621,21786,cerevisiae
k141_6667,3,1728,63.026,271,paradoxus
k141_6668,0,1617,13.6367,21,kudriavzevii
k141_11018,4,5326,174.293,1656,cerevisiae
k141_6670,0,1806,40.8659,1029,pastoris
k141_6672,4,4694,104.273,5700,castellii
k141_6673,2,1414,33.2856,96,paradoxus
k141_5091,13,23852,53.8046,3736,paradoxus
k141_10284,8,27679,79.8402,4422,uvarum
k141_6677,0,1478,266.833,335,cerevisiae
k141_1452,30,56815,82.8631,11965,mikatae
k141_13864,2,5013,53.5947,812,paradoxus
k141_594,2,3638,53.1803,531,paradoxus
k141_595,1,1455,268.018,1521,cerevisiae
k141_7660,10,18849,98.2424,5146,kluyveri
k141_7661,0,1426,215.31,430,cerevisiae
k141_8526,21,25820,101.311,10963,kluyveri
k141_6678,2,4208,309.281,2702,cerevisiae
k141_9513,11,20750,85.5621,4012,mikatae
k141_8532,1,2096,109.528,753,cerevisiae
k141_4049,13,20721,58.5884,4390,paradoxus
k141_3119,33,52250,68.2465,13677,lactis
k141_8533,3,3416,103.889,1053,kluyveri
k141_596,6,14425,74.9459,2869,mikatae
k141_8535,1,4036,267.503,1876,cerevisiae
k141_6681,2,1761,102.79,235,cerevisiae
k141_6682,1,2085,100.919,724,kluyveri
k141_10286,6,13949,80.7138,2024,uvarum
k141_2238,117,155965,84.7028,45056,waltii
k141_5093,23,31152,70.8657,5859,uvarum
k141_13866,18,28373,81.1898,4100,uvarum
k141_12094,42,50727,99.0597,20637,kluyveri
k141_13867,2,4906,57.1512,690,paradoxus
k141_4050,10,23516,304.985,14883,cerevisiae
k141_13868,5,7763,321.591,4078,mikatae
k141_5095,3,1984,333.491,2177,mikatae
k141_10294,6,15496,80.6664,2528,mikatae
k141_12834,47,54105,94.8501,19323,castellii
k141_6684,14,27785,60.1422,4630,paradoxus
k141_1455,22,35931,56.6679,5594,paradoxus
k141_5099,10,10670,113.224,1458,uvarum
k141_5104,0,2002,1789.91,10829,cerevisiae
k141_7663,30,47617,59.3969,9721,paradoxus
k141_10297,10,10823,66.672,2919,paradoxus
k141_4057,20,23561,116.141,9865,kluyveri
k141_13870,11,21849,55.5916,477,gossypii
k141_7664,8,10654,59.2569,1396,paradoxus
k141_13872,4,5503,43.2765,686,paradoxus
k141_4060,4,9810,336.708,4865,wickerhamii
k141_5105,5,11814,56.5644,3996,paradoxus
k141_1459,15,23630,87.4471,5137,mikatae
k141_5106,1,3295,77.2763,303,uvarum
k141_1461,4,2148,9.1992,49,kudriavzevii
k141_5109,1,3341,112.112,1314,kluyveri
k141_5110,3,1614,116.318,2049,kluyveri
k141_6685,25,40886,86.7489,5056,uvarum
k141_6686,3,1905,11.8103,150,kudriavzevii
k141_7665,10,18633,57.6343,3099,paradoxus
k141_4061,9,13382,303.992,10748,cerevisiae
k141_4064,0,1617,10.8896,12,kudriavzevii
k141_13873,14,26630,125.253,9000,kluyveri
k141_12095,44,65929,71.0103,17880,lactis
k141_12096,2,1146,12.1376,31,kudriavzevii
k141_12102,0,1047,206.308,312,kluyveri
k141_1464,17,18587,63.3361,3260,paradoxus
k141_3121,59,85577,94.4667,26068,castellii
k141_1465,6,9875,53.3093,1469,paradoxus
k141_6025,80,142109,95.0202,46205,castellii
k141_6027,0,1028,93.5159,84,mikatae
k141_6030,0,1082,208.74,159,cerevisiae
k141_3122,5,12095,299.471,8447,cerevisiae
k141_12104,3,5169,99.1096,707,stipitis
k141_5112,19,37953,77.0613,7845,mikatae
k141_5113,2,1936,103.454,232,uvarum
k141_5114,1,1182,9.77713,18,kudriavzevii
k141_5116,2,6002,72.9373,533,uvarum
k141_4068,32,38607,56.7048,6510,paradoxus
k141_5117,2,5235,76.0271,495,uvarum
k141_5118,5,3764,54.1004,1321,paradoxus
k141_2239,74,98231,101.057,47243,kluyveri
k141_6034,18,20569,73.5622,3974,uvarum
k141_3123,12,23382,276.334,22797,cerevisiae
k141_2240,3,6408,122.151,1561,kluyveri
k141_3126,7,9144,61.927,1822,paradoxus
k141_5120,2,2983,342.869,406,paradoxus
k141_13874,18,41873,76.0445,6943,wickerhamii
k141_5121,0,2137,13.3785,39,kudriavzevii
k141_4070,3,9135,165.797,4828,paradoxus
k141_5122,3,1133,73.5443,404,paradoxus
k141_4071,2,1885,52.4628,366,paradoxus
k141_5125,0,2011,48.8974,253,paradoxus
k141_5126,4,10058,57.8679,1580,paradoxus
k141_4072,9,14864,197.424,10994,cerevisiae
k141_4074,1,2518,106.033,668,kluyveri
k141_10299,61,108807,81.0794,25700,mikatae
k141_6692,39,66478,70.5695,11335,wickerhamii
k141_3127,4,10057,68.3578,2043,paradoxus
k141_6697,0,2467,66.8136,193,stipitis
k141_6698,3,1288,10.2276,23,kudriavzevii
k141_6036,23,31668,289.378,32845,cerevisiae
k141_6040,0,1535,37.0845,113,paradoxus
k141_6701,8,6734,124.557,2236,kluyveri
k141_7669,45,87950,81.4438,17355,waltii
k141_10301,1,5160,74.3453,742,mikatae
k141_4075,4,8239,309.663,4845,cerevisiae
k141_4088,2,1213,12.2079,79,kudriavzevii
k141_10302,7,9846,53.2393,1329,paradoxus
k141_6044,1,7432,82.8347,895,uvarum
k141_6045,3,3348,48.1892,373,paradoxus
k141_10306,7,10461,288.666,7885,cerevisiae
k141_7671,4,4159,95.8708,1588,kluyveri
k141_2242,30,47968,86.9548,12267,mikatae
k141_2248,2,4778,105.529,2222,kluyveri
k141_6707,15,22281,82.0955,3221,uvarum
k141_6709,2,1009,10.3644,26,kudriavzevii
k141_6712,3,2312,278.025,2865,mikatae
k141_9515,162,195799,83.7794,71084,waltii
k141_3131,20,45285,277.383,32551,cerevisiae
k141_4091,10,18608,168.753,6339,waltii
k141_6048,1,6692,61.2703,785,paradoxus
k141_4094,1,1056,10.4834,22,kudriavzevii
k141_13875,34,63079,87.6095,13797,stipitis
k141_6056,9,8287,58.8921,1661,paradoxus
k141_6064,5,8427,104.531,1642,castellii
k141_6065,0,2851,544.849,3932,cerevisiae
k141_3132,1,2328,57.5253,307,paradoxus
k141_11020,121,210288,72.2167,60816,lactis
k141_9519,0,2728,53.3635,339,paradoxus
k141_9523,0,1004,586.049,2682,cerevisiae
k141_9525,0,1047,11.3946,16,kudriavzevii
k141_3134,1,4299,71.9156,1357,mikatae
k141_11022,2,3780,61.3532,613,paradoxus
k141_2251,11,18864,82.4649,4976,waltii
k141_3139,0,1498,68.2374,104,paradoxus
k141_11023,1,3986,20.7187,102,kudriavzevii
k141_6715,9,16130,55.5367,1998,paradoxus
k141_2253,3,4141,194.56,2501,cerevisiae
k141_6717,2,1781,223.691,177,cerevisiae
k141_11028,1,4510,81.0661,1099,mikatae
k141_3140,5,11376,289.682,7858,cerevisiae
k141_3142,0,1488,47.7945,118,uvarum
k141_9529,11,16169,78.2214,6243,lactis
k141_11029,6,6447,54.8185,1183,paradoxus
k141_9530,2,2829,136.987,881,castellii
k141_4102,23,29545,295.466,26104,cerevisiae
k141_11030,2,3051,241.427,575,mikatae
k141_6068,0,1094,11.5169,7,kudriavzevii
k141_10310,21,38563,79.6203,6215,uvarum
k141_3143,3,3070,104.67,948,castellii
k141_2256,1,3506,549.305,3099,cerevisiae
k141_600,124,220759,47.2191,4553,gossypii
k141_12108,75,129827,79.9439,20500,wickerhamii
k141_603,3,1083,9.4523,132,kudriavzevii
k141_12109,2,2047,58.3991,184,paradoxus
k141_12117,2,5586,295.883,3374,castellii
k141_9531,2,5051,60.4721,662,paradoxus
k141_11033,2,5312,67.0232,914,castellii
k141_10311,4,11007,57.2033,2601,paradoxus
k141_4107,2,4162,937.848,8582,cerevisiae
k141_4108,3,2759,370.756,1908,cerevisiae
k141_12122,4,9391,86.4994,2860,mikatae
k141_12127,1,1741,35.3903,37,kudriavzevii
k141_11035,5,12089,108.071,3980,kluyveri
k141_11036,0,1289,1407.47,8009,cerevisiae
k141_10315,5,12221,80.6732,2609,lactis
k141_7672,68,75400,86.0521,25855,waltii
k141_607,14,13235,101.241,5693,uvarum
k141_10319,0,1953,184.412,515,castellii
